Home Address,City,State,Zip,Volunteered in the past,2019 Gift,2018 Gift,2017 Gift,2016 Gift,2015 Gift,2014 Gift,2013 Gift,2012 Gift,2011 Gift,CompTotal
7949 Linden Tunnel,Rochester,Illinois,77282,True,0,0,35954,0,0,83251,0,0,73884,0
9027 Oxford Walk,Escondido,California,20106,True,0,0,97254,0,0,74105,0,0,24192,8500
8292 Sherwood  Road,Kansas City,Nebraska,28377,True,0,0,34022,0,0,97477,0,0,88010,0
6649 Erindale Rue,Valetta,Wyoming,77158,True,0,0,78782,0,0,86179,0,0,33449,94000
9789 Boldero   Walk,Phoenix,Indiana,25823,False,0,0,28209,0,0,64205,0,0,73359,0
3465 Abbey   Alley,Cincinnati,Washington,23896,True,85952,95480,45832,0,0,39841,0,0,88245,0
1919 Canon Way,Kansas City,Texas,82682,False,37786,67588,67350,0,0,55254,0,0,75139,0
1021 Cliffords  Walk,Springfield,Arkansas,11129,False,34217,76703,98018,0,0,32937,0,0,64834,30000
9153 Carpenter Vale,Columbus,Montana,15406,False,8495,89913,1022,0,0,9767,0,0,14730,0
7775 Caroline  Alley,Nashville,Hawaii,49017,True,34368,81385,55196,0,0,50349,0,0,95312,3500
3067 Baylis  Route,Glendale,Idaho,70685,False,88539,21520,84344,0,0,45670,0,0,67781,4900
7349 King William  Pass,Oakland,Ohio,72730,False,40624,18869,72845,0,0,31883,0,0,30990,0
9630 Collingwood  Drive,Bakersfield,North Dakota,26246,False,15751,97891,9705,0,0,17781,0,0,34738,0
9997 Buttonwood Tunnel,Arlington,Florida,91921,True,13012,79384,4430,0,0,43224,0,0,64820,60000
3703 Abourne   Road,Milwaukee,Utah,36065,True,88535,43117,65688,0,0,29805,0,0,93043,0
4595 Coal Wharf  Vale,Columbus,Arizona,78768,True,17253,36638,81463,0,0,41881,0,0,17885,90000
7832 Queen Caroline   Tunnel,Otawa,California,72909,False,86596,13132,79035,0,0,97064,0,0,6090,0
9727 Fairbairn  Alley,Jacksonville,Georgia,43457,False,35831,10171,18150,0,0,17955,0,0,33518,0
8176 Erindale Boulevard,Venice,Michigan,56482,False,20063,60270,90901,0,0,16324,0,0,78790,106000
3211 Queen Crossroad,Oakland,Wisconsin,44712,False,4243,11810,8958,0,0,2162,0,0,50954,130000
4517 Linden Crossroad,Detroit,California,47810,False,76150,93524,45286,0,0,26827,0,0,90357,135000
1644 Queensberry  Pass,Rome,Massachussets,75362,False,87010,14292,2491,0,0,37921,0,0,9034,244001
952 Unwin  Rue,Boston,Oklahoma,32551,True,98741,62408,53694,0,0,81112,0,0,21481,34000
4011 Dunstans  Rue,Madison,Kentucky,82021,False,57455,54360,82992,0,0,98139,0,0,68467,35000
9330 Clerkenwell Rue,Los Angeles,Virginia,96927,False,73984,4578,40505,0,0,86984,0,0,84309,58000
8823 Bective  Lane,Chicago,Ohio,92095,False,12933,130,40911,0,0,57282,0,0,27760,125000
311 Longleigh   Avenue,Valetta,Illinois,14134,True,98235,63922,26745,0,0,27731,0,0,36830,52000
9070 Magnolia Pass,Rome,Utah,71440,True,58435,21599,22044,0,0,78448,0,0,5111,0
8903 Sherlock   Vale,Lyon,Maine,70310,False,83685,25936,50229,0,0,94174,0,0,25801,137000
3958 Fairbairn  Rue,Lincoln,Vermont,76949,True,55802,63588,9573,0,0,90290,0,0,62662,70000
9220 Lexington Drive,Tokyo,West Virginia,32634,False,94234,61595,91262,0,0,19059,0,0,93244,0
7628 Chantry   Way,Norfolk,New Mexico,54542,True,66730,96436,29766,0,0,43516,0,0,97291,160000
3003 Ensign   Route,Salt Lake City,Tennessee,56673,False,1728,35506,5434,0,0,83573,0,0,75858,0
1876 Berriman  Hill,Pittsburgh,South Dakota,45189,True,746,11292,62544,0,0,77658,0,0,65614,0
9162 Victoria  Grove,Memphis,Ohio,42265,True,38579,81871,4516,0,0,24377,0,0,89308,135000
8805 Westcott  Vale,Lisbon,Virginia,96178,False,29091,64429,56720,0,0,64246,0,0,34287,0
5688 Fieldstone Route,Irving,North Dakota,54885,False,34678,17152,86721,0,0,39546,0,0,9782,6000
3255 Angrave    Crossroad,Memphis,Florida,17056,False,71544,64441,43568,0,0,6222,0,0,69468,0
7604 Andrews  Pass,Boston,Wisconsin,98644,False,27835,13654,5682,0,0,48105,0,0,85832,0
6732 Coalecroft  Road,Oakland,New Mexico,89019,False,7819,18585,13395,0,0,27448,0,0,12471,0
3013 Ampton  Rue,Milwaukee,Oklahoma,84112,True,8578,28572,86302,0,0,26967,0,0,55322,0
6015 Union  Street,Reno,Arizona,59380,False,65480,13043,1019,0,0,46899,0,0,61652,73000
2231 Elgood   Grove,Zurich,New Mexico,24945,False,25383,79601,26487,0,0,24116,0,0,30842,98000
3008 Linden Street,Scottsdale,Alaska,71182,False,57498,83267,10092,0,0,95136,0,0,78756,0
2012 Rosewood Street,Innsbruck,Oregon,62410,False,40766,84148,11108,0,0,17015,0,0,67441,250000
7651 Chelsea Manor  Crossroad,Bucharest,Iowa,74470,True,70872,14526,46063,0,0,68600,0,0,90652,0
5473 Lincoln Street,Richmond,Wyoming,97339,False,29572,37989,27997,0,0,1121,0,0,64485,550000
9826 Dutton   Lane,Stockton,Massachussets,52339,False,42443,39656,72028,0,0,31565,0,0,50410,18500
125 King Edward  Route,New York,Minnesota,39408,False,23416,98503,94313,0,0,53467,0,0,63354,0
5711 Marina  Avenue,Jersey City,North Dakota,15126,False,68526,51948,37802,0,0,38489,0,0,62739,0
9545 Becklow  Walk,Jacksonville,Kentucky,15914,False,35586,65393,19296,0,0,3902,0,0,13933,0
4346 Chatfield  Alley,San Francisco,North Carolina,11431,True,51316,2111,11201,0,0,51252,0,0,51578,8000
1501 Dutton   Tunnel,Phoenix,Nevada,88566,False,80572,70082,20557,0,0,45684,0,0,84961,0
2843 Jackson Tunnel,Salt Lake City,Indiana,59175,True,4274,58224,55648,0,0,14644,0,0,21049,0
9243 Arctic   Hill,Colorado Springs,Mississippi,51096,False,87620,12645,2823,0,0,46089,0,0,56664,0
3528 Sheffield Alley,Salem,Illinois,77416,True,26396,91367,33227,0,0,50740,0,0,58208,0
2265 Jackson Street,Milwaukee,Texas,78646,False,24120,76867,51995,0,0,1121,0,0,41974,50000
6278 Canon Avenue,Murfreesboro,New York,95386,True,33511,4620,59587,0,0,63161,0,0,65035,94500
823 Fairview Boulevard,Tokyo,North Dakota,29204,True,12247,5822,80283,0,0,45066,0,0,91029,0
5909 King Edward  Road,Quebec,Michigan,79478,True,93739,26003,81638,0,0,23946,0,0,9266,117000
6886 Norland  Hill,Amarillo,Kansas,61588,False,1170,77727,20414,0,0,32794,0,0,92194,1000
9401 Linden Vale,Oklahoma City,Tennessee,55514,False,8455,51865,69736,0,0,72532,0,0,11016,0
5328 Magnolia Crossroad,San Antonio,Illinois,38194,True,61360,32195,64134,0,0,87099,0,0,18880,0
9765 Railroad Pass,Kansas City,North Dakota,40140,True,75625,30436,36546,0,0,78502,0,0,61184,2000
5340 Clavell   Route,Tulsa,Georgia,92739,True,22483,32619,86418,0,0,42154,0,0,63519,0
6963 Lake Grove,Bakersfield,Kentucky,67444,False,7281,36864,20136,0,0,16910,0,0,32556,0
8856 Victoria  Alley,Bakersfield,Texas,71570,True,70833,46539,98736,0,0,39840,0,0,59829,130000
5499 Arbutus   Rue,Worcester,New Jersey,65789,False,31390,73823,80865,0,0,37896,0,0,5606,70000000
5315 Balfe   Rue,Honolulu,Tennessee,33027,False,84243,14918,96260,0,0,36295,0,0,63063,53000
3320 Heritage Walk,Madrid,Texas,64521,True,51915,7838,90149,0,0,99602,0,0,43325,20000
4275 Sheffield Drive,Arlington,Hawaii,52978,True,17500,60894,28529,0,0,89546,0,0,92433,50000
662 Blackall   Crossroad,London,Hawaii,11787,False,14027,32726,49953,0,0,64624,0,0,78852,95000
5157 Clere  Tunnel,Fayetteville,South Carolina,60863,False,74970,19184,86163,0,0,93472,0,0,31077,10000
6215 Boadicea   Way,Innsbruck,Virginia,48149,True,5814,94454,14574,0,0,65409,0,0,47913,100000
5617 Yoakley Crossroad,Salem,Nevada,71750,False,73793,95042,43299,0,0,33732,0,0,80165,80000
9313 Cleaver Vale,Bakersfield,South Carolina,22090,False,29181,44186,97266,0,0,47841,0,0,59784,105000
9398 South Road,Stockton,Idaho,76581,True,93777,5003,70136,0,0,58406,0,0,83036,93000
3262 Ampton  Tunnel,Prague,Massachussets,80718,False,66615,48686,34272,0,0,13186,0,0,82537,0
4333 Calderwood   Road,Quebec,Oregon,40550,False,53990,86966,70448,0,0,24061,0,0,74301,0
7507 Zealand Drive,Glendale,Missouri,95605,False,42765,39322,22179,0,0,40439,0,0,90770,0
5994 Virginia Crossroad,Prague,New Jersey,13067,True,68984,8864,58222,0,0,89116,0,0,5969,0
6535 Ernest  Route,Madison,Arizona,67467,True,98866,72310,32703,0,0,44907,0,0,8887,40000
1418 Erindale Crossroad,Quebec,Arkansas,62336,False,46309,33290,26179,0,0,89067,0,0,91071,3550
307 Aberavon  Street,Philadelphia,Alaska,45028,True,20008,61637,56523,0,0,58076,0,0,90940,148000
281 Battersea   Rue,Tokyo,New Jersey,69063,False,85925,15150,43457,0,0,42011,0,0,63406,0
7333 Berriman  Walk,Springfield,Ohio,53357,True,25189,70335,60742,0,0,263,0,0,69040,0
6598 Queen Boulevard,Scottsdale,Arizona,33176,False,58706,80852,74707,0,0,35785,0,0,66423,130000
3987 Babmaes    Avenue,San Diego,Illinois,82132,True,67218,82797,51128,0,0,34629,0,0,27489,0
8177 Baynes  Pass,Louisville,Hawaii,73756,False,28278,94472,48112,0,0,27598,0,0,67270,65000
7634 Queensberry  Route,San Bernardino,New Jersey,28260,False,54170,24141,84132,0,0,28937,0,0,24027,0
1838 Jackson Rue,Norfolk,Kentucky,70637,False,39742,85851,28758,0,0,91967,0,0,28793,0
6435 Carpenter Road,Sacramento,Michigan,65323,True,78174,34565,79957,0,0,67211,0,0,26933,78800
8887 Coalecroft  Route,Prague,Michigan,81398,False,12935,86443,19130,0,0,41598,0,0,21327,0
4834 Udall   Route,Rome,Hawaii,37105,False,37519,21731,91609,0,0,40552,0,0,39088,90000
6520 Vincent  Street,Miami,Rhode Island,33267,False,43002,81902,8359,0,0,60504,0,0,93312,0
4385 Bliss  Avenue,Venice,Tennessee,97319,False,64485,39335,5249,0,0,71927,0,0,33986,145000
5028 Capeners  Boulevard,St. Louis,South Dakota,86918,False,5808,57590,45629,0,0,11839,0,0,62917,57000
9992 King William  Vale,London,Montana,18116,False,34617,67530,15212,0,0,67028,0,0,98905,145000
1440 Fawn Street,Amarillo,Illinois,98272,False,76398,54389,27017,0,0,85535,0,0,33896,85000
3954 Marina  Tunnel,Worcester,Ohio,17596,False,17946,22644,56969,0,0,31759,0,0,92741,120000
7139 Arthur  Crossroad,San Antonio,South Dakota,66095,False,48671,73070,13182,0,0,75856,0,0,56081,0
696 Magnolia Street,London,Nevada,49052,False,485,49008,2242,0,0,81214,0,0,27228,200000
2977 Church Walk,Venice,Utah,36183,True,96314,74813,29247,0,0,36217,0,0,15864,145000
5644 Besson  Grove,Tallahassee,Maryland,26308,False,53190,38237,46249,0,0,25784,0,0,43580,0
1250 Coley  Route,Cincinnati,New York,28680,True,33192,60265,78191,0,0,51627,0,0,53642,80000
3431 Adderley   Way,Indianapolis,Wyoming,41344,True,77510,75509,79966,0,0,66102,0,0,82361,115000
6569 Rivervalley Alley,Fullerton,Iowa,90835,True,6258,62857,89055,0,0,10510,0,0,54142,0
30 Bellenden   Lane,Rome,Rhode Island,63863,True,11208,67809,83710,0,0,40809,0,0,5450,115000
2246 Sherwood  Pass,Salt Lake City,Missouri,36842,False,19054,42204,56039,39859,78056,29970,0,0,82622,1200
3821 Chester  Road,Nashville,Louisiana,85418,False,14594,94731,30076,28562,78208,34764,0,0,91271,45000
810 Boleyn  Drive,Escondido,Nevada,24378,False,65534,19077,62068,16567,1604,95668,0,0,72769,3250
9586 Tisbury  Lane,Bellevue,New York,95481,True,4704,12261,21365,42496,84941,19666,0,0,15649,0
6571 Bigland  Grove,Fort Lauderdale,Hawaii,32979,False,16127,52033,9456,82288,49332,5425,0,0,41115,0
4818 Hammersmith  Crossroad,Lancaster,Vermont,34023,False,64302,6994,2666,76325,11321,61958,0,0,90252,120000
5602 Woodland Way,San Diego,Alabama,79976,True,20077,25521,74137,66432,98470,69598,0,0,56411,215000
2459 Emily  Walk,San Francisco,California,51706,False,88230,53782,64353,30424,73095,36234,0,0,55182,45000
5593 Enford   Avenue,Venice,Nebraska,52788,False,71534,30537,49778,70511,26110,97338,0,0,757,0
3763 Chatsworth  Route,Worcester,New Mexico,74690,False,96830,24165,98581,44185,62892,4271,0,0,59728,0
5827 English   Rue,Scottsdale,Connecticut,42037,True,15637,58952,61760,74137,12840,76738,0,0,79900,53000
553 Hammersmith  Route,Irving,Wisconsin,77689,True,87588,46208,38151,2550,12549,73155,0,0,6440,97500
9701 Timber   Rue,Orlando,Michigan,89107,False,92885,99162,23240,66726,42104,17859,0,0,48753,75000
2701 Cadogan  Crossroad,Bucharest,Virginia,74806,True,86526,89801,54825,29739,33491,25006,0,0,5167,25000
502 Abbotswell  Alley,Washington,New Hampshire,87081,True,77845,93462,81092,57574,76868,93539,0,0,42949,580000
5330 Beaconsfield  Rue,Baltimore,North Dakota,58755,False,2301,20023,6254,25207,78037,79357,0,0,28648,50000
8023 Bendall   Avenue,El Paso,New York,33804,True,18561,55456,57343,74396,25115,85158,0,0,63164,4200
3954 Bendmore  Tunnel,Murfreesboro,North Dakota,18288,False,30545,72244,69676,81139,50133,59220,0,0,63674,21000000
2327 Canal  Avenue,Reno,Massachussets,97329,False,2532,46964,89103,81519,97717,69302,0,0,55365,300000
5586 Kingly  Vale,Sacramento,Hawaii,46668,False,89626,89337,53433,23309,14352,17586,0,0,82872,20000
112 Elia   Lane,Irving,Tennessee,78922,False,44070,70864,72096,15289,98840,92717,0,0,64120,10000
17 Bond Vale,Stockton,Connecticut,93794,True,97213,56756,4895,96422,2507,26768,0,0,55104,90000
9173 Ashley Boulevard,Saint Paul,Louisiana,74868,False,82824,30127,22512,60072,5669,66552,0,0,27478,150000
5858 Emily  Walk,Valetta,Rhode Island,27277,True,68089,38068,71900,14015,73860,90614,0,0,94350,80000
9716 Ensign   Road,Washington,Idaho,97154,True,9699,46202,9918,74858,62991,94166,0,0,8013,0
5049 West Way,Bakersfield,Washington,31076,True,47451,79904,66082,37453,93187,23678,0,0,98994,0
5991 Lexington Tunnel,Albuquerque,Alaska,80857,True,51640,49708,89220,21539,423,57557,0,0,67162,0
5959 Viscount   Vale,Jacksonville,Massachussets,92004,False,95121,61179,51569,37459,22593,45848,0,0,30221,0
7775 Coley  Vale,Lakewood,Rhode Island,59251,False,1587,45767,18001,31722,63584,45833,0,0,22380,0
8376 Camdale  Lane,Kansas City,Michigan,36457,True,8246,88738,89041,67433,36543,34485,0,0,54372,0
8383 Littlebury  Hill,Amarillo,Arizona,61139,False,6978,16509,92099,88266,31373,35921,0,0,52545,0
539 Rail Drive,Bridgeport,Nevada,17350,False,66941,95690,26942,37437,45238,83199,0,0,26173,0
1240 Parkfields Hill,Irving,Indiana,31788,False,55285,6642,93404,70522,18145,6192,0,0,15278,0
1257 Bede  Drive,Prague,Idaho,73530,True,29076,30891,48603,4056,34366,79758,0,0,49532,0
9944 Elia   Hill,San Antonio,Vermont,34097,True,65446,10304,36135,63925,80079,7399,0,0,67130,0
4626 Blenkarne  Lane,Hollywood,Florida,36615,False,83348,91090,65037,72139,66865,74724,0,0,87306,0
6912 Collent   Grove,Toledo,North Dakota,61241,True,85410,39809,58394,93797,77337,99966,0,0,32408,0
3667 Adams  Pass,Tokyo,Oklahoma,91681,True,77974,92210,65993,9741,62356,99993,0,0,99063,0
3858 Garfield Boulevard,Detroit,Florida,61599,False,96852,93571,7777,9286,69482,62516,0,0,71351,0
7786 King Edward  Road,Washington,Vermont,23162,True,71397,79419,21680,92799,89876,12550,33694,67688,64194,0
3000 Berriman  Boulevard,Berna,Missouri,33732,True,9390,19615,54856,76952,91053,2236,56713,12016,56145,0
6732 Bel   Hill,Quebec,Mississippi,64502,True,55034,63425,30865,31422,32603,97640,41935,79421,80883,0
3817 Lincoln Rue,Bucharest,Montana,21969,True,43006,20490,5467,80180,97697,75074,29286,70769,74836,0
5945 Cobden  Walk,Honolulu,Washington,27697,True,24903,54210,19716,36436,89685,97624,5124,68182,29693,0
451 Ernest  Grove,Houston,North Dakota,63104,False,34235,36557,15537,16677,11228,67992,82700,96388,31402,0
3844 Bond Street,Quebec,Connecticut,64875,True,86283,3883,42891,86651,84437,25684,35581,99972,14580,0
9404 Clifton  Tunnel,Oakland,Massachussets,68142,True,53245,94956,6518,47024,8144,31936,74578,18098,8959,0
5443 Canon Alley,Miami,Washington,52481,False,54039,54439,38085,97988,8906,34955,91335,2193,13524,0
5593 Kingly  Rue,Lincoln,Maryland,49308,True,29385,82061,46055,11062,22897,50749,18724,59547,54908,0
9907 Coborn  Boulevard,Denver,Iowa,37094,True,3001,30592,24867,69960,93981,86522,31363,15903,31580,0
6251 Boleyn  Street,Orlando,Idaho,30412,False,90070,12680,16604,95855,11379,73954,68586,75867,50414,0
6075 Becklow  Lane,Jersey City,Arkansas,27865,False,79835,21066,51236,79224,25994,90598,74934,19888,89520,0
2707 Sheraton   Grove,Fort Lauderdale,Utah,87613,True,29291,86396,91929,78866,19012,92779,76103,69593,6619,0
9458 Thorndike   Avenue,Stockton,Connecticut,45714,True,91568,92144,32427,49990,34724,28429,74412,95905,95670,0
9929 Chesterfield  Grove,Saint Paul,New Mexico,62330,True,65042,35720,50588,13549,59836,23199,40050,123,27324,0
6480 Carnegie   Lane,Worcester,Oklahoma,59587,True,53547,40539,80634,87346,54098,64811,81598,32885,49661,0
4613 Meadow Street,Rome,Iowa,51537,True,58711,1448,48443,76860,96922,18144,26927,4114,9976,0
8968 Chapel  Vale,Venice,New Mexico,16258,True,41877,1267,23462,31686,64208,76898,75153,23868,76489,0
4771 Callcott   Grove,Wien,Nevada,12652,True,42053,19886,12853,36845,35402,66155,91281,18062,19617,0
6491 Berry  Walk,Louisville,Delaware,69142,True,78763,87188,9752,63008,21009,87225,34722,61956,59997,0
1126 Jackson Route,Fayetteville,North Dakota,93093,True,19492,52379,69760,59826,3880,76379,19770,69387,17251,0
4276 Howard Boulevard,Columbus,Oregon,38736,True,76824,12716,63296,72224,85183,36376,82608,84909,83591,0
6987 West Pass,Garland,West Virginia,93302,False,63135,30529,3534,47422,43235,33602,28956,18835,62012,0
487 Epworth  Way,Milwaukee,Michigan,59033,False,24366,73414,57007,72893,69310,36972,59322,90501,32996,0
5897 Ashley Alley,Bakersfield,Idaho,20345,False,48276,16291,79456,10221,45482,77803,58664,68719,68883,0
2062 Longman   Grove,Paris,Texas,56961,True,41166,43738,42079,80977,28617,17896,30176,45279,13174,0
5361 Garfield Avenue,Saint Paul,Texas,55157,False,40113,25622,27027,70991,46127,43857,82320,26188,16488,0
5195 Chartham  Pass,Houston,Maine,60283,False,97588,52582,82459,28112,61203,59802,21472,72163,57505,0
9827 Vincent  Route,Lakewood,Texas,41417,True,45939,20051,17907,25854,75231,8179,12233,46128,97008,0
161 Amwell    Hill,Milano,Nebraska,65355,False,62048,88193,13251,30986,29775,34123,56545,46478,24478,0
8645 Cheney  Street,Quebec,Nevada,73304,True,49801,38899,96123,82772,96982,30781,37811,60944,10123,0
1238 Bolingbroke  Pass,San Bernardino,Minnesota,35880,True,59818,42364,82642,23194,84246,79902,87810,59397,10865,0
8709 Bletchley   Walk,Lincoln,Idaho,76404,False,33292,3451,5572,52131,78421,86307,86611,84005,5357,0
2379 Carolina  Lane,Lyon,New York,13489,False,17364,17551,54794,71553,42560,1836,75072,94847,61195,0
5679 Falconberg   Road,Baltimore,Illinois,70667,True,24012,62819,88211,29433,2647,23991,42302,6143,73632,0
4257 Parkfields Drive,San Bernardino,Wisconsin,11603,True,87222,63795,66382,67407,62798,54896,79290,31512,91627,0
3690 Sheringham   Avenue,London,Montana,70816,False,89546,53076,50056,24397,58213,45228,71291,17253,78794,0
6430 Udall   Walk,San Bernardino,Alaska,32265,False,63564,91350,38195,93164,64623,34834,60656,38407,25310,0
2440 Birkbeck  Lane,Salem,Washington,44782,False,80888,38244,89153,43116,29086,16114,11787,8696,5537,0
3643 Underwood  Rue,Venice,California,70219,True,65266,6034,86048,625,25229,53058,29375,74665,55194,0
5444 Yorkshire  Avenue,Orlando,North Dakota,83746,False,4315,42194,13058,88204,40374,21561,16922,45572,42940,0
1003 Fieldstone Crossroad,Ontario,Connecticut,92450,False,91522,72921,83224,78779,72995,61634,80027,81319,30699,0
9843 Aspen Grove,Escondido,Wisconsin,68292,False,91097,99797,60224,75934,21666,68868,46280,51596,86663,0
2951 Queen Caroline   Walk,Hollywood,Colorado,61324,False,63261,71535,8595,38681,17517,61832,48804,83980,24794,0
8779 Queen Caroline   Route,Norfolk,Louisiana,51245,False,53378,40140,51439,68081,95488,50109,3116,61621,15462,0
8960 Caroline  Drive,Bellevue,Iowa,37756,True,16485,58698,56537,96374,93410,41008,54402,6327,79381,0
9081 Besson  Drive,Houston,Vermont,47499,True,31492,7142,36747,16545,55615,62725,70242,23275,1328,0
5211 Apollo  Way,New York,Wyoming,78618,False,57571,39624,33792,68569,74704,89576,62941,15007,81752,0
6709 Canal  Walk,Innsbruck,Nebraska,82682,False,24144,85853,81015,51586,22943,84656,13313,42237,87878,0
89 Coley  Street,Bridgeport,South Dakota,83634,False,96793,8634,1682,38806,65994,43234,80653,1042,65467,0
4399 Andsell    Walk,Hollywood,Iowa,89407,True,1495,8480,10957,20534,31960,14368,31461,3870,69859,0
1248 Wake  Route,Valetta,Idaho,60160,False,64088,27157,68647,50098,35448,79040,87206,2520,30921,0
5419 Linden Boulevard,Wien,South Dakota,87079,True,62094,65827,76978,32056,30637,25907,9361,23185,81008,0
6078 Shepherds  Lane,Oakland,Washington,36973,False,78851,81086,36254,43442,29998,75379,45409,73281,35809,0
6256 Hickory Lane Drive,Escondido,Delaware,79084,True,0,0,0,0,0,0,0,0,0,0
882 Gavel   Street,Berlin,Maine,61214,True,0,0,0,0,0,0,0,0,0,0
8438 Coborn  Street,Paris,Illinois,90838,False,0,0,0,0,0,0,0,0,0,0
8910 Beaconsfield  Street,Paris,Kentucky,48485,True,0,0,0,0,0,0,0,0,0,0
8605 Eaglet  Pass,San Diego,New Hampshire,89970,True,0,0,0,0,0,0,0,0,0,0
815 Babmaes    Pass,San Diego,Pennsylvania,72686,True,0,0,0,0,0,0,0,0,0,0
3381 Timothy  Drive,Huntsville,Texas,67015,False,0,0,0,0,0,0,0,0,0,0
4928 Blackpool  Walk,Glendale,Mississippi,93685,False,0,0,0,0,0,0,0,0,0,0
2734 Cave   Alley,Amarillo,Delaware,17583,True,0,0,0,0,0,0,0,0,0,0
8014 Linda Lane Drive,Escondido,Vermont,70466,False,0,0,0,0,0,0,0,0,0,0
5660 Rosewood Tunnel,Milwaukee,North Dakota,29361,True,0,0,0,0,0,0,0,0,0,0
1690 Blackall   Way,Denver,Virginia,18284,False,0,0,0,0,0,0,0,0,0,0
639 Carolina  Hill,Tokyo,New Mexico,39603,False,0,0,0,0,0,0,0,0,0,0
9417 Bliss  Alley,New Orleans,Oregon,92816,True,0,0,0,0,0,0,0,0,0,0
876 Underwood  Street,Paris,Mississippi,95106,True,0,0,0,0,0,0,0,0,0,0
1844 Dunton  Drive,Fayetteville,Delaware,32962,False,0,0,0,0,0,0,0,0,0,0
2330 Oxford Hill,Worcester,Vermont,84630,False,0,0,0,0,0,0,0,0,0,0
7849 Cliff  Vale,Oklahoma City,Massachussets,68550,True,0,0,0,0,0,0,0,0,0,0
8367 Anns  Walk,Reno,Illinois,42395,True,0,0,0,0,0,0,0,0,0,0
9023 Becher  Lane,Phoenix,Connecticut,89090,False,0,0,0,0,0,0,0,0,0,0
2376 Kimberley  Way,Hollywood,Mississippi,96498,True,0,0,0,0,0,0,0,0,0,0
7306 Walnut Walk,London,South Dakota,68641,True,0,0,0,0,0,0,0,0,0,0
2633 Tisbury  Pass,Nashville,Virginia,88980,True,0,0,0,0,0,0,0,0,0,0
3732 Canning  Alley,Rochester,Alabama,81222,False,0,0,0,0,0,0,0,0,0,0
316 Glenwood Crossroad,Kansas City,Ohio,63573,True,0,0,0,0,0,0,0,0,0,0
4163 Hickory Lane Lane,Phoenix,California,79817,False,0,0,0,0,0,0,0,0,0,0
9498 Carlisle  Walk,Denver,Illinois,15185,False,0,0,0,0,0,0,0,0,0,0
2281 Littlebury  Grove,Lancaster,New Hampshire,29145,False,0,0,0,0,0,0,0,0,0,0
9874 Bocking   Grove,Omaha,North Dakota,27479,True,0,0,0,0,0,0,0,0,0,0
634 Camdenhurst   Boulevard,Otawa,California,24759,True,0,0,0,0,0,0,0,0,0,0
3377 Ashley Road,Indianapolis,Oregon,71031,True,0,0,0,0,0,0,0,0,0,0
959 Camden  Crossroad,Denver,Connecticut,58442,True,0,0,0,0,0,0,0,0,0,0
668 Durweston   Vale,Quebec,Kentucky,91291,True,0,0,0,0,0,0,0,0,0,0
8942 Birkbeck  Grove,Arlington,West Virginia,91813,False,0,0,0,0,0,0,0,0,0,0
429 Bond Avenue,London,Colorado,92582,False,0,0,0,0,0,0,0,0,0,0
9102 Caedmon  Pass,London,Rhode Island,37610,False,0,0,0,0,0,0,0,0,0,0
