Home Address,City,State,Zip,Volunteered in the past,2019 Gift,2018 Gift,2017 Gift,2016 Gift,2015 Gift,2014 Gift,2013 Gift,2012 Gift,2011 Gift,CompTotal
7349 King William  Pass,Oakland,Ohio,72730,False,40624.35,18868.55,72845.42,NULL,NULL,31883.15,NULL,NULL,30989.66,0
9630 Collingwood  Drive,Bakersfield,North Dakota,26246,False,15751.35,97890.96,9705.33,NULL,NULL,17781.12,NULL,NULL,34737.93,0
9997 Buttonwood Tunnel,Arlington,Florida,91921,True,13011.78,79384.21,4429.81,NULL,NULL,43224.04,NULL,NULL,64819.59,60000
3703 Abourne   Road,Milwaukee,Utah,36065,True,88535.39,43116.69,65687.87,NULL,NULL,29804.93,NULL,NULL,93043.19,0
4595 Coal Wharf  Vale,Columbus,Arizona,78768,True,17252.69,36637.72,81463.48,NULL,NULL,41880.57,NULL,NULL,17885.36,90000
7832 Queen Caroline   Tunnel,Otawa,California,72909,False,86596.07,13131.97,79035.29,NULL,NULL,97064.05,NULL,NULL,6090.06,0
9727 Fairbairn  Alley,Jacksonville,Georgia,43457,False,35831.08,10171.39,18149.92,NULL,NULL,17954.61,NULL,NULL,33518.18,0
8176 Erindale Boulevard,Venice,Michigan,56482,False,20063.03,60270.47,90900.61,NULL,NULL,16323.89,NULL,NULL,78790.25,106000
3211 Queen Crossroad,Oakland,Wisconsin,44712,False,4243.35,11809.88,8957.62,NULL,NULL,2161.74,NULL,NULL,50954.38,130000
4517 Linden Crossroad,Detroit,California,47810,False,76149.71,93524.06,45286.28,NULL,NULL,26826.68,NULL,NULL,90356.81,135000
1644 Queensberry  Pass,Rome,Massachussets,75362,False,87010.33,14292.26,2490.69,NULL,NULL,37920.75,NULL,NULL,9034.20,244001
952 Unwin  Rue,Boston,Oklahoma,32551,True,98740.97,62408.04,53694.29,NULL,NULL,81112.32,NULL,NULL,21480.83,34000
4011 Dunstans  Rue,Madison,Kentucky,82021,False,57454.59,54360.46,82992.11,NULL,NULL,98138.75,NULL,NULL,68467.28,35000
9330 Clerkenwell Rue,Los Angeles,Virginia,96927,False,73983.93,4577.77,40504.83,NULL,NULL,86983.74,NULL,NULL,84309.28,58000
8823 Bective  Lane,Chicago,Ohio,92095,False,12932.74,130.38,40911.19,NULL,NULL,57282.30,NULL,NULL,27759.67,125000
311 Longleigh   Avenue,Valetta,Illinois,14134,True,98235.32,63921.66,26744.75,NULL,NULL,27731.24,NULL,NULL,36830.25,52000
9070 Magnolia Pass,Rome,Utah,71440,True,58434.52,21599.36,22044.05,NULL,NULL,78448.15,NULL,NULL,5111.22,0
8903 Sherlock   Vale,Lyon,Maine,70310,False,83685.17,25935.87,50229.32,NULL,NULL,94174.16,NULL,NULL,25801.06,137000
3958 Fairbairn  Rue,Lincoln,Vermont,76949,True,55801.98,63587.85,9573.05,NULL,NULL,90290.02,NULL,NULL,62661.75,70000
9220 Lexington Drive,Tokyo,West Virginia,32634,False,94234.23,61595.18,91261.84,NULL,NULL,19058.65,NULL,NULL,93243.68,0
7628 Chantry   Way,Norfolk,New Mexico,54542,True,66730.50,96436.15,29765.98,NULL,NULL,43516.18,NULL,NULL,97290.59,160000
3003 Ensign   Route,Salt Lake City,Tennessee,56673,False,1728.16,35505.91,5434.10,NULL,NULL,83572.51,NULL,NULL,75857.75,0
1876 Berriman  Hill,Pittsburgh,South Dakota,45189,True,745.98,11292.15,62544.28,NULL,NULL,77658.13,NULL,NULL,65614.50,0
9162 Victoria  Grove,Memphis,Ohio,42265,True,38579.04,81871.47,4516.18,NULL,NULL,24376.78,NULL,NULL,89307.85,135000
8805 Westcott  Vale,Lisbon,Virginia,96178,False,29090.67,64428.77,56719.53,NULL,NULL,64245.62,NULL,NULL,34287.29,0
5688 Fieldstone Route,Irving,North Dakota,54885,False,34677.79,17151.87,86720.59,NULL,NULL,39546.16,NULL,NULL,9781.96,6000
3255 Angrave    Crossroad,Memphis,Florida,17056,False,71544.22,64441.13,43568.22,NULL,NULL,6221.94,NULL,NULL,69467.78,0
7604 Andrews  Pass,Boston,Wisconsin,98644,False,27835.27,13654.10,5681.61,NULL,NULL,48105.18,NULL,NULL,85831.57,0
6732 Coalecroft  Road,Oakland,New Mexico,89019,False,7819.45,18584.54,13395.48,NULL,NULL,27448.29,NULL,NULL,12471.17,0
3013 Ampton  Rue,Milwaukee,Oklahoma,84112,True,8578.20,28572.28,86301.60,NULL,NULL,26967.01,NULL,NULL,55321.65,0
6015 Union  Street,Reno,Arizona,59380,False,65479.51,13043.04,1019.22,NULL,NULL,46898.88,NULL,NULL,61651.94,73000
2231 Elgood   Grove,Zurich,New Mexico,24945,False,25383.20,79600.81,26486.95,NULL,NULL,24115.71,NULL,NULL,30842.35,98000
3008 Linden Street,Scottsdale,Alaska,71182,False,57497.74,83267.13,10091.97,NULL,NULL,95136.49,NULL,NULL,78756.07,0
2012 Rosewood Street,Innsbruck,Oregon,62410,False,40765.76,84148.38,11107.73,NULL,NULL,17014.54,NULL,NULL,67440.72,250000
7651 Chelsea Manor  Crossroad,Bucharest,Iowa,74470,True,70872.20,14526.33,46062.79,NULL,NULL,68600.13,NULL,NULL,90651.57,0
5473 Lincoln Street,Richmond,Wyoming,97339,False,29571.87,37989.38,27997.06,NULL,NULL,1120.94,NULL,NULL,64484.51,550000
9826 Dutton   Lane,Stockton,Massachussets,52339,False,42442.69,39656.30,72028.25,NULL,NULL,31564.53,NULL,NULL,50409.99,18500
125 King Edward  Route,New York,Minnesota,39408,False,23415.79,98502.52,94312.56,NULL,NULL,53467.09,NULL,NULL,63354.02,0
5711 Marina  Avenue,Jersey City,North Dakota,15126,False,68525.79,51947.70,37801.78,NULL,NULL,38489.36,NULL,NULL,62739.29,0
9545 Becklow  Walk,Jacksonville,Kentucky,15914,False,35586.43,65393.07,19295.89,NULL,NULL,3902.19,NULL,NULL,13932.69,0
4346 Chatfield  Alley,San Francisco,North Carolina,11431,True,51316.47,2110.62,11200.60,NULL,NULL,51252.00,NULL,NULL,51577.89,8000
1501 Dutton   Tunnel,Phoenix,Nevada,88566,False,80572.28,70082.13,20556.92,NULL,NULL,45684.16,NULL,NULL,84960.69,0
2843 Jackson Tunnel,Salt Lake City,Indiana,59175,True,4274.36,58224.18,55648.34,NULL,NULL,14643.87,NULL,NULL,21049.24,0
9243 Arctic   Hill,Colorado Springs,Mississippi,51096,False,87619.72,12644.81,2823.24,NULL,NULL,46088.98,NULL,NULL,56664.24,0
3528 Sheffield Alley,Salem,Illinois,77416,True,26395.56,91366.56,33227.05,NULL,NULL,50739.80,NULL,NULL,58207.55,0
2265 Jackson Street,Milwaukee,Texas,78646,False,24120.02,76866.97,51995.09,NULL,NULL,1120.83,NULL,NULL,41973.59,50000
6278 Canon Avenue,Murfreesboro,New York,95386,True,33511.14,4619.99,59586.99,NULL,NULL,63160.73,NULL,NULL,65034.70,94500
823 Fairview Boulevard,Tokyo,North Dakota,29204,True,12247.02,5821.58,80283.29,NULL,NULL,45066.34,NULL,NULL,91028.53,0
5909 King Edward  Road,Quebec,Michigan,79478,True,93738.73,26003.46,81637.96,NULL,NULL,23946.28,NULL,NULL,9265.83,117000
6886 Norland  Hill,Amarillo,Kansas,61588,False,1169.99,77727.24,20413.65,NULL,NULL,32793.77,NULL,NULL,92193.86,1000
9401 Linden Vale,Oklahoma City,Tennessee,55514,False,8455.03,51864.54,69735.68,NULL,NULL,72532.43,NULL,NULL,11016.49,0
5328 Magnolia Crossroad,San Antonio,Illinois,38194,True,61360.13,32195.06,64133.86,NULL,NULL,87098.86,NULL,NULL,18880.49,0
9765 Railroad Pass,Kansas City,North Dakota,40140,True,75624.98,30436.35,36545.92,NULL,NULL,78502.00,NULL,NULL,61183.90,2000
5340 Clavell   Route,Tulsa,Georgia,92739,True,22483.15,32619.49,86418.22,NULL,NULL,42153.71,NULL,NULL,63519.21,0
6963 Lake Grove,Bakersfield,Kentucky,67444,False,7280.62,36863.58,20136.31,NULL,NULL,16909.69,NULL,NULL,32556.46,0
8856 Victoria  Alley,Bakersfield,Texas,71570,True,70833.00,46538.65,98735.62,NULL,NULL,39839.74,NULL,NULL,59829.27,130000
5499 Arbutus   Rue,Worcester,New Jersey,65789,False,31390.00,73823.07,80865.18,NULL,NULL,37895.64,NULL,NULL,5605.72,70000000
5315 Balfe   Rue,Honolulu,Tennessee,33027,False,84243.21,14918.36,96260.24,NULL,NULL,36295.00,NULL,NULL,63062.80,53000
3320 Heritage Walk,Madrid,Texas,64521,True,51914.82,7837.63,90148.69,NULL,NULL,99601.69,NULL,NULL,43325.49,20000
4275 Sheffield Drive,Arlington,Hawaii,52978,True,17500.41,60893.59,28528.81,NULL,NULL,89545.95,NULL,NULL,92433.48,50000
662 Blackall   Crossroad,London,Hawaii,11787,False,14026.55,32725.63,49953.25,NULL,NULL,64624.49,NULL,NULL,78851.99,95000
5157 Clere  Tunnel,Fayetteville,South Carolina,60863,False,74969.78,19184.10,86162.93,NULL,NULL,93472.26,NULL,NULL,31077.12,10000
6215 Boadicea   Way,Innsbruck,Virginia,48149,True,5813.97,94454.31,14573.77,NULL,NULL,65408.81,NULL,NULL,47913.18,100000
5617 Yoakley Crossroad,Salem,Nevada,71750,False,73792.77,95041.95,43298.56,NULL,NULL,33732.04,NULL,NULL,80164.90,80000
9313 Cleaver Vale,Bakersfield,South Carolina,22090,False,29180.99,44186.34,97265.82,NULL,NULL,47840.61,NULL,NULL,59784.43,105000
9398 South Road,Stockton,Idaho,76581,True,93777.37,5002.69,70135.64,NULL,NULL,58406.26,NULL,NULL,83035.71,93000
3262 Ampton  Tunnel,Prague,Massachussets,80718,False,66615.29,48685.65,34272.00,NULL,NULL,13186.09,NULL,NULL,82536.58,0
4333 Calderwood   Road,Quebec,Oregon,40550,False,53990.24,86965.77,70447.66,NULL,NULL,24060.92,NULL,NULL,74300.83,0
7507 Zealand Drive,Glendale,Missouri,95605,False,42765.20,39321.96,22178.89,NULL,NULL,40438.70,NULL,NULL,90770.41,0
5994 Virginia Crossroad,Prague,New Jersey,13067,True,68984.46,8864.39,58222.32,NULL,NULL,89115.65,NULL,NULL,5968.51,0
6535 Ernest  Route,Madison,Arizona,67467,True,98866.09,72309.60,32702.91,NULL,NULL,44906.60,NULL,NULL,8887.11,40000
1418 Erindale Crossroad,Quebec,Arkansas,62336,False,46309.29,33290.02,26178.66,NULL,NULL,89067.14,NULL,NULL,91071.32,3550
307 Aberavon  Street,Philadelphia,Alaska,45028,True,20007.68,61636.76,56522.68,NULL,NULL,58075.94,NULL,NULL,90939.79,148000
281 Battersea   Rue,Tokyo,New Jersey,69063,False,85924.72,15150.03,43456.83,NULL,NULL,42010.83,NULL,NULL,63406.05,0
7333 Berriman  Walk,Springfield,Ohio,53357,True,25188.95,70335.45,60742.17,NULL,NULL,263.38,NULL,NULL,69040.04,0
6598 Queen Boulevard,Scottsdale,Arizona,33176,False,58706.16,80852.43,74707.48,NULL,NULL,35784.79,NULL,NULL,66422.81,130000
3987 Babmaes    Avenue,San Diego,Illinois,82132,True,67217.72,82797.23,51128.07,NULL,NULL,34629.09,NULL,NULL,27489.02,0
8177 Baynes  Pass,Louisville,Hawaii,73756,False,28278.31,94472.01,48111.73,NULL,NULL,27598.07,NULL,NULL,67269.92,65000
7634 Queensberry  Route,San Bernardino,New Jersey,28260,False,54170.31,24140.73,84131.54,NULL,NULL,28936.66,NULL,NULL,24027.10,0
1838 Jackson Rue,Norfolk,Kentucky,70637,False,39742.17,85850.89,28758.22,NULL,NULL,91966.69,NULL,NULL,28792.88,0
6435 Carpenter Road,Sacramento,Michigan,65323,True,78173.63,34564.73,79956.79,NULL,NULL,67211.00,NULL,NULL,26932.83,78800
8887 Coalecroft  Route,Prague,Michigan,81398,False,12934.77,86442.88,19129.86,NULL,NULL,41598.19,NULL,NULL,21327.48,0
4834 Udall   Route,Rome,Hawaii,37105,False,37519.39,21731.19,91608.76,NULL,NULL,40552.33,NULL,NULL,39088.27,90000
6520 Vincent  Street,Miami,Rhode Island,33267,False,43002.31,81902.05,8359.11,NULL,NULL,60503.76,NULL,NULL,93312.16,0
4385 Bliss  Avenue,Venice,Tennessee,97319,False,64484.78,39335.36,5249.22,NULL,NULL,71927.37,NULL,NULL,33986.02,145000
5028 Capeners  Boulevard,St. Louis,South Dakota,86918,False,5807.64,57589.63,45628.79,NULL,NULL,11839.09,NULL,NULL,62917.19,57000
9992 King William  Vale,London,Montana,18116,False,34617.12,67529.61,15212.44,NULL,NULL,67027.76,NULL,NULL,98904.90,145000
1440 Fawn Street,Amarillo,Illinois,98272,False,76398.27,54389.28,27016.65,NULL,NULL,85534.68,NULL,NULL,33895.66,85000
3954 Marina  Tunnel,Worcester,Ohio,17596,False,17945.69,22644.41,56969.38,NULL,NULL,31758.54,NULL,NULL,92741.16,120000
7139 Arthur  Crossroad,San Antonio,South Dakota,66095,False,48671.38,73069.77,13182.22,NULL,NULL,75856.42,NULL,NULL,56080.81,0
696 Magnolia Street,London,Nevada,49052,False,485.23,49007.73,2242.23,NULL,NULL,81213.64,NULL,NULL,27227.90,200000
2977 Church Walk,Venice,Utah,36183,True,96313.88,74812.65,29247.06,NULL,NULL,36216.76,NULL,NULL,15864.31,145000
5644 Besson  Grove,Tallahassee,Maryland,26308,False,53189.74,38236.80,46249.33,NULL,NULL,25784.40,NULL,NULL,43579.63,0
1250 Coley  Route,Cincinnati,New York,28680,True,33192.43,60264.57,78191.03,NULL,NULL,51626.77,NULL,NULL,53641.56,80000
3431 Adderley   Way,Indianapolis,Wyoming,41344,True,77510.46,75508.65,79965.79,NULL,NULL,66102.35,NULL,NULL,82360.74,115000
6569 Rivervalley Alley,Fullerton,Iowa,90835,True,6257.56,62857.08,89054.57,NULL,NULL,10510.41,NULL,NULL,54142.25,0
30 Bellenden   Lane,Rome,Rhode Island,63863,True,11208.13,67808.52,83709.59,NULL,NULL,40809.19,NULL,NULL,5450.36,115000
2246 Sherwood  Pass,Salt Lake City,Missouri,36842,False,19053.82,42204.48,56038.89,39858.77,78055.71,29970.28,NULL,NULL,82622.41,1200
3821 Chester  Road,Nashville,Louisiana,85418,False,14594.15,94731.12,30076.03,28561.97,78207.50,34764.01,NULL,NULL,91271.41,45000
810 Boleyn  Drive,Escondido,Nevada,24378,False,65533.86,19076.54,62068.24,16567.10,1604.06,95667.59,NULL,NULL,72768.75,3250
9586 Tisbury  Lane,Bellevue,New York,95481,True,4704.34,12261.23,21365.43,42496.25,84940.63,19666.38,NULL,NULL,15648.84,0
6571 Bigland  Grove,Fort Lauderdale,Hawaii,32979,False,16127.37,52032.71,9455.91,82287.85,49332.05,5425.02,NULL,NULL,41115.39,0
4818 Hammersmith  Crossroad,Lancaster,Vermont,34023,False,64301.94,6994.45,2665.50,76324.66,11321.13,61958.18,NULL,NULL,90252.09,120000
5602 Woodland Way,San Diego,Alabama,79976,True,20077.25,25520.68,74136.84,66431.50,98470.47,69597.78,NULL,NULL,56410.98,215000
2459 Emily  Walk,San Francisco,California,51706,False,88229.66,53782.28,64353.36,30424.03,73094.81,36233.92,NULL,NULL,55182.28,45000
5593 Enford   Avenue,Venice,Nebraska,52788,False,71533.51,30536.77,49778.36,70510.74,26110.50,97337.58,NULL,NULL,756.53,0
3763 Chatsworth  Route,Worcester,New Mexico,74690,False,96829.84,24164.52,98580.84,44185.28,62892.08,4271.37,NULL,NULL,59727.77,0
5827 English   Rue,Scottsdale,Connecticut,42037,True,15636.56,58952.41,61760.41,74137.10,12839.97,76738.47,NULL,NULL,79900.31,53000
553 Hammersmith  Route,Irving,Wisconsin,77689,True,87588.00,46207.72,38151.43,2549.55,12549.30,73154.95,NULL,NULL,6440.13,97500
9701 Timber   Rue,Orlando,Michigan,89107,False,92885.16,99161.52,23240.18,66725.98,42104.02,17859.34,NULL,NULL,48753.13,75000
2701 Cadogan  Crossroad,Bucharest,Virginia,74806,True,86526.42,89801.47,54825.04,29739.48,33490.52,25005.80,NULL,NULL,5167.04,25000
502 Abbotswell  Alley,Washington,New Hampshire,87081,True,77845.07,93461.59,81092.40,57573.66,76867.96,93539.10,NULL,NULL,42949.02,580000
5330 Beaconsfield  Rue,Baltimore,North Dakota,58755,False,2301.05,20023.04,6254.27,25207.23,78036.55,79357.43,NULL,NULL,28648.12,50000
8023 Bendall   Avenue,El Paso,New York,33804,True,18561.08,55455.64,57342.51,74395.52,25115.14,85157.93,NULL,NULL,63163.78,4200
3954 Bendmore  Tunnel,Murfreesboro,North Dakota,18288,False,30544.70,72244.04,69675.62,81138.81,50133.03,59219.80,NULL,NULL,63674.40,21000000
2327 Canal  Avenue,Reno,Massachussets,97329,False,2532.48,46964.17,89103.09,81519.19,97716.67,69301.92,NULL,NULL,55364.98,300000
5586 Kingly  Vale,Sacramento,Hawaii,46668,False,89625.51,89337.40,53433.21,23308.98,14352.43,17586.11,NULL,NULL,82872.40,20000
112 Elia   Lane,Irving,Tennessee,78922,False,44069.71,70864.50,72095.66,15289.47,98840.05,92716.63,NULL,NULL,64119.86,10000
17 Bond Vale,Stockton,Connecticut,93794,True,97212.52,56756.33,4894.57,96422.50,2506.69,26768.41,NULL,NULL,55103.95,90000
9173 Ashley Boulevard,Saint Paul,Louisiana,74868,False,82824.45,30127.44,22512.03,60071.50,5668.64,66551.70,NULL,NULL,27477.58,150000
5858 Emily  Walk,Valetta,Rhode Island,27277,True,68088.66,38068.49,71900.09,14015.36,73860.01,90613.99,NULL,NULL,94349.67,80000
9716 Ensign   Road,Washington,Idaho,97154,True,9698.95,46202.38,9917.90,74858.18,62991.16,94165.52,NULL,NULL,8013.36,0
5049 West Way,Bakersfield,Washington,31076,True,47450.89,79903.83,66081.87,37453.12,93186.66,23678.06,NULL,NULL,98993.70,0
5991 Lexington Tunnel,Albuquerque,Alaska,80857,True,51639.85,49707.79,89220.03,21539.32,422.76,57557.03,NULL,NULL,67161.78,0
5959 Viscount   Vale,Jacksonville,Massachussets,92004,False,95121.46,61178.85,51569.08,37459.35,22593.21,45847.60,NULL,NULL,30220.96,0
7775 Coley  Vale,Lakewood,Rhode Island,59251,False,1587.20,45767.25,18000.64,31722.05,63584.18,45832.65,NULL,NULL,22380.26,0
8376 Camdale  Lane,Kansas City,Michigan,36457,True,8246.32,88737.96,89040.76,67432.97,36542.90,34484.81,NULL,NULL,54371.97,0
8383 Littlebury  Hill,Amarillo,Arizona,61139,False,6977.57,16508.79,92098.76,88265.60,31372.59,35921.48,NULL,NULL,52545.28,0
539 Rail Drive,Bridgeport,Nevada,17350,False,66940.95,95690.39,26941.77,37436.89,45237.54,83199.38,NULL,NULL,26173.05,0
1240 Parkfields Hill,Irving,Indiana,31788,False,55284.62,6641.55,93404.38,70521.74,18144.59,6191.92,NULL,NULL,15278.05,0
1257 Bede  Drive,Prague,Idaho,73530,True,29076.10,30891.05,48602.57,4055.89,34365.52,79757.95,NULL,NULL,49531.63,0
9944 Elia   Hill,San Antonio,Vermont,34097,True,65446.08,10303.72,36134.83,63925.04,80078.89,7398.65,NULL,NULL,67129.89,0
4626 Blenkarne  Lane,Hollywood,Florida,36615,False,83348.05,91090.30,65037.34,72139.47,66865.00,74723.86,NULL,NULL,87306.32,0
6912 Collent   Grove,Toledo,North Dakota,61241,True,85409.99,39809.37,58393.63,93796.54,77337.27,99965.58,NULL,NULL,32407.78,0
3667 Adams  Pass,Tokyo,Oklahoma,91681,True,77973.95,92210.41,65992.84,9740.56,62355.63,99993.12,NULL,NULL,99062.68,0
3858 Garfield Boulevard,Detroit,Florida,61599,False,96851.92,93571.04,7776.59,9286.40,69482.10,62516.06,NULL,NULL,71351.10,0
7786 King Edward  Road,Washington,Vermont,23162,True,71396.55,79419.45,21680.42,92798.80,89875.56,12550.43,33694.19,67687.92,64193.51,0
3000 Berriman  Boulevard,Berna,Missouri,33732,True,9390.13,19614.69,54856.06,76951.55,91053.35,2235.60,56712.89,12016.24,56145.02,0
6732 Bel   Hill,Quebec,Mississippi,64502,True,55034.20,63424.56,30865.21,31422.11,32602.68,97639.66,41934.84,79420.57,80882.52,0
3817 Lincoln Rue,Bucharest,Montana,21969,True,43005.63,20489.54,5467.12,80179.78,97696.71,75073.65,29286.08,70768.88,74835.50,0
5945 Cobden  Walk,Honolulu,Washington,27697,True,24902.73,54210.20,19715.95,36436.48,89685.46,97624.27,5123.84,68182.17,29692.66,0
451 Ernest  Grove,Houston,North Dakota,63104,False,34234.90,36557.35,15537.35,16677.37,11227.54,67992.48,82699.95,96387.92,31401.99,0
3844 Bond Street,Quebec,Connecticut,64875,True,86282.53,3882.79,42890.70,86650.80,84436.61,25683.53,35580.65,99972.46,14580.13,0
9404 Clifton  Tunnel,Oakland,Massachussets,68142,True,53244.72,94955.84,6517.52,47024.50,8144.49,31935.72,74577.65,18097.95,8958.87,0
5443 Canon Alley,Miami,Washington,52481,False,54039.34,54439.49,38085.41,97988.37,8905.78,34954.87,91334.77,2193.45,13523.63,0
5593 Kingly  Rue,Lincoln,Maryland,49308,True,29385.35,82060.88,46055.00,11062.22,22897.20,50749.31,18724.08,59547.06,54908.44,0
9907 Coborn  Boulevard,Denver,Iowa,37094,True,3001.19,30591.77,24867.27,69959.76,93980.84,86522.20,31362.83,15902.57,31580.18,0
6251 Boleyn  Street,Orlando,Idaho,30412,False,90069.67,12679.74,16603.96,95854.54,11379.27,73953.89,68586.02,75867.46,50413.71,0
6075 Becklow  Lane,Jersey City,Arkansas,27865,False,79835.46,21066.46,51235.72,79224.11,25994.24,90597.56,74934.14,19888.45,89519.97,0
2707 Sheraton   Grove,Fort Lauderdale,Utah,87613,True,29290.64,86395.87,91928.81,78866.39,19011.60,92778.65,76102.83,69592.97,6619.12,0
9458 Thorndike   Avenue,Stockton,Connecticut,45714,True,91567.98,92143.70,32426.98,49989.80,34724.27,28428.74,74412.23,95904.59,95669.98,0
9929 Chesterfield  Grove,Saint Paul,New Mexico,62330,True,65041.72,35720.48,50588.03,13548.81,59835.96,23198.96,40050.49,123.33,27323.65,0
6480 Carnegie   Lane,Worcester,Oklahoma,59587,True,53546.81,40539.42,80634.34,87345.86,54098.11,64811.06,81598.15,32885.32,49661.44,0
4613 Meadow Street,Rome,Iowa,51537,True,58711.21,1448.10,48443.11,76859.96,96922.49,18143.73,26927.30,4113.60,9975.97,0
8968 Chapel  Vale,Venice,New Mexico,16258,True,41876.58,1267.27,23461.87,31686.28,64207.86,76898.29,75152.93,23867.64,76489.02,0
4771 Callcott   Grove,Wien,Nevada,12652,True,42053.43,19885.60,12853.48,36845.41,35402.47,66154.52,91281.24,18062.09,19617.32,0
6491 Berry  Walk,Louisville,Delaware,69142,True,78762.82,87187.75,9752.06,63008.44,21008.89,87224.77,34721.95,61956.35,59997.12,0
1126 Jackson Route,Fayetteville,North Dakota,93093,True,19492.35,52379.17,69759.86,59825.83,3879.77,76379.40,19769.51,69386.85,17250.77,0
4276 Howard Boulevard,Columbus,Oregon,38736,True,76824.12,12716.24,63295.92,72224.18,85183.35,36375.57,82607.89,84909.32,83591.29,0
